NCBI GeneID,Transcript Accession,Transcript_length
6732078,XR_005543430.2,3506
6732078,XR_005543431.2,2707
6732078,XR_005543432.2,2659
6732078,XR_005543434.2,1674
6732080,XM_002079176.4,1019
6732081,XM_039291128.2,2363
6732081,XM_039291124.2,2790
6732081,XM_039291123.2,3792
6732081,XM_039291121.2,4259
6732081,XM_039291122.2,4292
6732081,XM_039291127.2,2726
6732081,XM_039291126.2,3222
6732081,XM_039291125.2,3321
6732085,XM_002079181.4,3229
6732086,XM_016178363.3,1856
6732086,XM_016178365.3,1847
6732086,XM_002079182.4,1762
6732086,XM_016178366.3,971
6732086,XM_016178362.3,913
6732086,XM_016178364.3,942
6732086,XM_016178361.3,1126
6732087,XM_039298626.2,1707
6732087,XM_016180036.3,1391
6732088,XM_002079184.4,742
6732089,XM_002079185.4,1907
6732090,XM_002079186.4,953
6732092,XM_016178360.3,1103
6732093,XM_002079189.3,3496
6732093,XM_016180037.3,2577
6732094,XM_016178359.3,2967
6732095,XM_002079191.4,1532
6732096,XM_016180038.3,2637
6732097,XM_002079193.4,1229
6732098,XM_002079194.4,1415
6732102,XM_002079198.3,890
6732105,XM_016178352.3,7636
6732105,XM_039298367.2,6941
6732105,XM_016178350.3,7551
6732105,XM_016178357.3,2784
6732105,XM_016178356.3,2860
6732105,XM_016178351.3,2847
6732105,XM_016178355.3,3498
6732105,XM_002079195.4,3012
6732105,XM_039298370.2,4547
6732107,XM_016178349.3,914
6732109,XM_016180040.2,4360
6732109,XM_016180039.2,3128
6732113,XM_016180043.3,4956
6732113,XM_039295331.2,3789
6732113,XM_016180042.3,2141
6732114,XM_002079210.4,2213
6732115,XM_016178348.3,1840
6732116,XM_002079212.4,743
6732118,XM_016178347.3,930
6732119,XM_002079215.4,1929
6732119,XM_016180044.3,1706
6732119,XM_016180045.3,1933
6732120,XM_002079216.4,941
6732121,XM_002079217.4,1672
6732122,XM_002079218.4,3170
6732123,XM_002079219.4,1490
6732124,XM_002079220.4,526
6732125,XM_002079221.4,1000
6732126,XM_016178346.3,3305
6732127,XM_016178345.3,1838
6732127,XM_016178344.3,3593
6732128,XM_016180048.3,3733
6732128,XM_016180051.3,3598
6732128,XM_016180046.2,5590
6732128,XM_016180052.2,5590
6732128,XM_016180049.2,5593
6732128,XM_039295310.1,5590
6732128,XM_016180056.2,5590
6732128,XM_016180058.2,5590
6732128,XM_016180054.2,5589
6732128,XM_016180057.2,5588
6732128,XM_016180047.2,5588
6732128,XM_016180053.2,5591
6732128,XM_039295290.1,5588
6732128,XM_016180059.2,5588
6732128,XM_016180055.2,5588
6732128,XM_016180050.2,5587
6732128,XR_005544272.2,4006
6732130,XM_039296934.2,1396
6732130,XM_002079226.4,1367
6732133,XM_002079229.4,3497
6732134,XM_016180060.3,4126
6732135,XM_002079231.4,3566
6732135,XM_016180068.3,3017
6732135,XM_016180062.3,1518
6732135,XM_016180065.3,1340
6732135,XM_016180063.3,2452
6732135,XM_016180067.3,2507
6732135,XR_006541781.1,1428
6732136,XM_016180069.3,3505
6732137,XM_002079233.4,1126
6732138,XM_039292236.2,2345
6732139,XM_016180071.3,2412
6732140,XM_002079236.4,1220
6732140,XM_044923564.1,897
6732143,XM_016178339.3,4442
6732143,XM_016178340.3,4445
6732144,XM_039297889.2,1393
6732145,XM_016178333.3,8685
6732145,XM_016178332.3,9228
6732145,XM_016178335.3,8697
6732145,XM_016178337.3,9240
6732145,XM_016178336.3,8417
6732145,XM_039297854.2,8192
6732145,XM_016178334.3,4950
6732147,XM_016180073.3,2198
6732148,XM_002079244.4,4005
6732149,XM_002079245.4,424
6732150,XM_002079246.4,463
6732152,XM_002079248.4,1482
6732153,XM_002079249.4,2418
6732154,XM_002079250.2,1675
6732155,XM_002079251.4,3492
6732156,XM_016178328.3,4789
6732156,XM_016178330.3,4858
6732156,XM_016178327.3,4914
6732156,XM_016178329.2,3691
6732157,XM_002079253.4,1845
6732158,XM_002079254.4,1672
6732159,XM_002079255.4,2234
6732160,XM_002079256.4,1182
6732161,XM_016178325.3,4438
6732161,XM_016178326.3,4411
6732162,XM_016180074.3,3649
6732162,XM_016180075.3,3622
6732164,XM_016178323.3,5945
6732165,XM_016180077.3,1997
6732165,XM_044923896.1,1934
6732165,XM_002079261.4,1960
6732165,XM_016180079.3,1939
6732166,XM_002079262.4,1525
6732168,XM_016180080.3,1568
6732169,XM_002079264.3,783
6732170,XM_016180081.3,760
6732171,XM_002079266.4,787
6732172,XM_002079267.4,1039
6732174,XM_002079269.4,1034
6732175,XM_002079270.4,919
6732178,XM_002079271.4,1559
6732179,XM_016180083.3,2641
6732179,XM_016180082.3,2622
6732180,XM_002079273.4,758
6732181,XM_002079274.4,782
6732182,XM_016178320.3,847
6732183,XM_039298387.2,9170
6732183,XM_039298381.2,9191
6732183,XM_039298390.2,8594
6732183,XM_039298388.2,8806
6732183,XM_039298383.2,9123
6732183,XM_039298382.2,9141
6732183,XM_039298385.2,9101
6732183,XM_039298389.2,8684
6732183,XM_039298386.2,9075
6732183,XM_039298392.2,3797
6732183,XM_039298391.2,3829
6732183,XM_039298396.2,3271
6732183,XM_039298393.2,3754
6732183,XM_039298394.2,3706
6732183,XM_039298395.2,3360
6732184,XM_002079277.4,2188
6732185,XM_016180085.3,2517
6732185,XM_044923918.1,2499
6732185,XM_002079278.4,2501
6732185,XM_016180086.3,2417
6732186,XM_016180088.3,7836
6732186,XM_016180089.3,6919
6732188,XM_002079281.4,873
6732189,XM_002079282.4,985
6732190,XM_039294856.2,4317
6732192,XM_002079285.4,1174
6732193,XM_039294601.2,3944
6732193,XM_044923257.1,4045
6732193,XM_039294602.2,3779
6732193,XM_016178317.3,3988
6732193,XM_039294594.2,4089
6732194,XM_002079287.4,1194
6732195,XM_002079288.4,2710
6732196,XM_002079289.4,863
6732197,XM_002079290.4,1321
6732199,XM_002079292.4,704
6732200,XM_002079293.2,2473
6732201,XM_002079294.4,2147
6732202,XM_002079295.4,1892
6732203,XM_002079296.4,3091
6732205,XM_016178314.3,1027
6732205,XM_016178315.3,1069
6732206,XM_016180095.2,6371
6732207,XM_002079300.4,906
6732208,XM_002079301.4,836
6732209,XM_016178313.3,2189
6732210,XM_016180096.3,2997
6732210,XM_039292785.1,2577
6732212,XM_002079305.4,1012
6732213,XM_002079306.4,846
6732215,XM_002079308.4,1358
6732216,XM_016178311.3,1870
6732217,XM_044922317.1,3138
6732220,XM_016180100.3,5123
6732220,XM_039291011.2,3133
6732220,XM_016180098.3,3073
6732220,XM_039291012.2,4179
6732221,XM_039291226.2,7200
6732221,XM_039291227.2,7063
6732221,XM_039291228.2,6992
6732221,XM_016178307.3,7244
6732221,XM_039291225.2,7241
6732222,XM_039291229.2,1031
6732222,XM_016180103.3,2076
6732222,XM_039291230.2,978
6732223,XM_002079316.4,798
6732224,XM_002079317.3,843
6732226,XM_002079319.3,596
6732227,XM_016180104.3,943
6732228,XM_002079321.4,931
6732229,XM_002079322.3,788
6732230,XM_002079323.4,899
6732232,XM_016178305.1,1750
6732234,XM_016178304.3,1445
6732235,XM_039297031.2,1903
6732235,XM_039297002.2,2542
6732235,XM_039297126.2,2125
6732235,XM_039297048.2,2128
6732235,XM_039297164.2,2304
6732235,XM_039297201.2,2123
6732235,XM_039296965.2,1963
6732237,XM_039296738.2,3774
6732237,XM_016178302.3,3861
6732237,XM_039296769.2,3424
6732237,XM_039296702.2,3612
6732237,XM_039296835.2,4228
6732237,XM_039296801.2,3391
6732239,XM_016178301.3,1423
6732239,XM_016178300.3,1363
6732240,XM_002079333.3,695
6732242,XM_016180111.3,2463
6732243,XM_016180113.3,563
6732244,XM_002079337.3,1935
6732244,XM_016178299.3,2073
6732244,XR_001599969.3,2004
6732246,XM_016180114.3,1922
6732247,XM_002079340.4,1223
6732248,XM_016180115.3,5106
6732249,XM_002079342.3,2257
6732250,XM_016180116.3,5853
6732252,XM_002079345.4,1581
6732253,XM_002079346.4,919
6732256,XM_002079349.4,1304
6732259,XM_002079352.4,2076
6732260,XM_016178297.3,3709
6732261,XM_016178296.3,1738
6732262,XM_002079355.4,1618
6732262,XM_039297773.2,1539
6732262,XM_039297774.2,1501
6732262,XM_039297775.2,1510
6732263,XM_016178295.3,1089
6732264,XM_002079357.4,447
6732265,XM_002079358.4,990
6732266,XM_002079359.4,743
6732268,XM_002079361.3,616
6732269,XM_002079362.4,838
6732270,XM_002079363.4,934
6732271,XM_016180118.3,982
6732272,XM_002079365.4,986
6732273,XM_039297745.2,4443
6732273,XM_039297747.2,4318
6732273,XM_039297748.2,3482
6732274,XM_039297738.1,4846
6732276,XM_002079369.4,2039
6732278,XM_016180125.3,2998
6732279,XM_039291266.2,2180
6732279,XM_016178294.3,2334
6732279,XM_016178293.3,1444
6732280,XM_016178291.3,1380
6732281,XM_016178290.2,1447
6732283,XM_016180127.3,1844
6732283,XM_016180126.3,2813
6732284,XM_002079377.4,1299
6732285,XM_002079378.4,1449
6732286,XM_002079379.4,492
6732287,XM_016178289.3,1508
6732289,XM_002079382.4,855
6732290,XM_016178287.3,2156
6732290,XM_016178288.3,2155
6732290,XR_001599968.3,2179
6732290,XR_001599967.3,2216
6732291,XM_002079384.4,1805
6732293,XM_016178285.3,7597
6732296,XM_039298373.1,2520
6732297,XM_002079389.4,849
6732299,XM_002079391.4,2228
6732300,XM_016178284.3,1872
6732304,XM_002079396.4,1334
6732305,XM_039292057.2,9403
6732305,XM_039294270.2,9357
6732305,XM_039296454.2,9308
6732307,XM_002079399.3,1245
6732308,XM_002079400.3,1171
6732310,XM_039298486.2,4032
6732311,XM_039291222.2,4051
6732311,XM_039291219.2,4094
6732311,XM_039291220.2,4056
6732311,XM_016178283.3,4099
6732311,XM_039291221.2,3603
6732311,XM_039291218.2,3645
6732311,XM_039291217.2,3416
6732313,XM_016180138.2,11338
6732313,XM_039291252.1,10290
6732313,XM_039291253.2,8330
6732314,XM_016180139.3,4827
6732315,XM_002079407.4,3456
6732315,XM_016180140.3,3450
6732315,XM_016180141.3,3381
6732317,XM_016178282.3,1797
6732318,XM_016178281.3,707
6732319,XM_002079411.4,568
6732320,XM_016178280.3,2325
6732321,XM_016180142.3,1556
6732321,XM_002079413.4,1496
6732322,XM_002079414.4,2211
6732323,XM_039298583.2,2874
6732323,XM_016180144.3,2926
6732324,XM_002079416.4,1998
6732325,XM_002079417.4,927
6732328,XM_002079420.4,2883
6732333,XM_039298584.1,1370
6732333,XM_039297008.2,1126
6732333,XR_005544560.2,1681
6732336,XM_016178275.3,1117
6732336,XM_002079423.4,1096
6732336,XM_016178276.3,638
6732338,XM_002079425.4,672
6732341,XM_002079428.4,308
6732342,XM_002079429.4,275
6732346,XM_002079431.4,6095
6732346,XM_016178272.3,5773
6732346,XM_016178274.3,6122
6732350,XM_016180151.3,407
6732351,XM_002079436.4,543
6732354,XM_002079439.4,1701
6732355,XM_002079440.4,589
6732356,XM_044923206.1,341
6732356,XM_039295635.2,311
6732356,XM_016180152.3,454
6732358,XM_002079443.2,1173
6732359,XM_002079444.4,1347
6732361,XM_016180154.3,1902
6732361,XM_044923640.1,1750
6732361,XR_006542071.1,1850
6732361,XR_006542072.1,1824
6732362,XM_002079447.4,2268
6732363,XM_044923676.1,540
6732363,XM_039298035.2,447
6732363,XM_016178269.3,937
6732364,XM_016178268.2,1393
6732365,XR_006542020.1,1427
6732365,XR_006542021.1,1357
6732365,XR_001599965.3,1415
6732366,XM_002079451.4,4598
6732368,XM_016180155.3,848
6732371,XM_016178264.3,2563
6732371,XM_016178265.3,2542
6732371,XM_039293748.2,2204
6732371,XM_044923192.1,2145
6732372,XM_039296599.1,1218
6732373,XM_016178260.3,741
6732373,XM_016178259.3,746
6732373,XM_016178261.3,760
6732373,XM_044923406.1,601
6732376,XM_016180160.3,5732
6732377,XM_016178257.2,5347
6732378,XM_016178256.2,2270
6732381,XM_002079466.4,786
6732382,XM_002079467.4,854
6732383,XM_002079468.4,754
6732384,XM_002079469.3,1183
6732385,XM_002079470.4,1759
6732386,XM_039295747.2,4566
6732386,XM_039295743.1,5722
6732386,XM_039295746.2,5654
6732387,XM_002079472.4,1529
6732388,XM_002079473.4,958
6732390,XM_016178252.3,7280
6732390,XM_016178254.3,7285
6732390,XM_039295721.2,7442
6732390,XM_016178253.3,7447
6732391,XM_002079476.4,897
6732393,XM_002079478.4,1394
6732394,XM_016178251.3,3186
6732394,XM_016178249.3,3130
6732394,XM_016178250.3,3197
6732394,XM_039295762.2,3154
6732394,XM_039295760.2,3113
6732395,XM_016180163.3,2617
6732395,XM_016180166.3,2608
6732395,XM_016180164.3,2565
6732395,XM_016180165.3,2556
6732395,XM_044922356.1,2384
6732395,XM_039295750.2,2384
6732395,XM_044922355.1,2424
6732396,XM_039295725.1,5523
6732396,XM_039295731.2,5423
6732396,XM_039295735.2,5387
6732396,XM_016180170.3,5288
6732396,XM_016180167.3,5456
6732396,XM_016180169.3,5357
6732396,XM_016180171.3,5321
6732396,XM_016180168.2,5222
6732397,XM_002079482.4,3585
6732399,XM_016180174.3,4142
6732399,XM_016180173.3,4130
6732400,XM_016180175.3,989
6732401,XM_016178247.3,6020
6732401,XM_016178248.3,6047
6732402,XM_016178246.3,1790
6732402,XM_016178245.3,1791
6732402,XM_039293152.2,1562
6732404,XM_016180176.3,3115
6732404,XM_002079489.4,4165
6732405,XM_002079490.4,1465
6732406,XM_016178240.3,3367
6732406,XM_016178241.2,3422
6732406,XM_016178238.3,2095
6732406,XM_039291149.2,1937
6732406,XM_016178237.3,3215
6732406,XM_016178242.3,2975
6732406,XM_016178239.3,2939
6732406,XM_016178243.3,2606
6732407,XM_016178236.3,3737
6732407,XM_016178235.3,4283
6732407,XR_006541496.1,4212
6732408,XM_002079493.4,614
6732410,XM_002079495.4,1037
6732412,XM_002079497.3,873
6732413,XM_016180177.3,1169
6732414,XM_002079499.4,1537
6732415,XM_002079500.4,931
6732416,XM_002079501.4,2279
6732418,XM_002079503.3,718
6732423,XM_002079508.3,2249
6732424,XM_016180178.3,1778
6732429,XM_002079514.4,1702
6732431,XM_002079516.4,2577
6732433,XM_016180181.3,702
6732433,XM_016180180.3,717
6732436,XM_039293222.2,4964
6732436,XM_039293224.2,4764
6732436,XM_016180182.3,4758
6732437,XM_002079522.4,1006
6732438,XM_002079523.3,816
6732439,XM_002079524.3,859
6732440,XM_016178234.3,1114
6732440,XM_002079525.4,1135
6732443,XM_002079528.4,836
6732444,XM_002079529.4,2674
6732445,XM_016178232.3,8529
6732445,XM_016178231.3,8495
6732447,XM_002079532.3,1422
6732449,XM_016178230.3,2913
6732449,XM_039291053.2,2690
6732449,XM_039291058.2,2910
6732450,XM_002079535.4,742
6732452,XM_002079536.4,4466
6732453,XM_016178228.3,3997
6732453,XM_016178229.3,4099
6732453,XM_039295835.2,4104
6732454,XM_016180184.2,1586
6732454,XM_002079538.4,1573
6732455,XM_002079539.4,1827
6732456,XM_002079540.4,2411
6732457,XM_002079541.2,1198
6732459,XM_002079543.4,1795
6732460,XM_016180185.3,1950
6732461,XM_016178226.3,390
6732463,XM_002079547.4,2610
6732464,XM_002079548.4,342
6732466,XM_016180186.1,858
6732468,XM_002079552.3,1373
6732468,XM_016180187.3,1360
6732469,XM_016178225.3,1418
6732470,XM_016178224.2,2594
6732471,XM_002079555.4,649
6732472,XM_016180188.3,2287
6732473,XM_002079557.4,1301
6732474,XM_002079558.4,1315
6732474,XM_044922477.1,1270
6732477,XM_002079561.4,675
6732479,XM_016180190.3,696
6732480,XM_016178223.3,404
6732480,XM_016178222.3,379
6732481,XM_016180191.2,4818
6732482,XM_016180198.3,3239
6732483,XM_039294478.2,2452
6732483,XM_016180200.3,2889
6732483,XM_016180199.3,2856
6732484,XM_002079568.4,969
6732485,XM_002079569.4,843
6732486,XM_016180206.3,9363
6732486,XM_039298378.2,9255
6732486,XM_039298380.2,9255
6732486,XM_039298369.2,9354
6732486,XM_039298384.2,9246
6732486,XM_016180202.3,9246
6732486,XM_039298372.2,9267
6732486,XM_016180205.3,9159
6732486,XM_016180204.3,9258
6732486,XM_016180203.3,9150
6732486,XM_016180201.3,9394
6732486,XM_016180209.3,9277
6732486,XR_005545071.2,8148
6732486,XR_001600012.3,7935
6732487,XM_016180210.1,1694
6732487,XM_039296910.2,1229
6732488,XM_039298481.2,5838
6732488,XR_005545087.2,5785
6732489,XM_039298482.2,1715
6732490,XM_002079574.4,1468
6732491,XM_016178214.3,2096
6732491,XM_016178213.3,2069
6732492,XM_016180213.3,1044
6732492,XM_002079576.4,1034
6732493,XM_002079577.4,2627
6732494,XM_002079578.4,2456
6732495,XM_002079579.3,676
6732496,XM_039298399.2,1867
6732496,XM_002079580.4,1410
6732497,XM_002079581.4,1857
6732498,XM_002079582.4,3107
6732499,XM_002079583.4,1516
6732500,XM_002079584.4,1045
6732501,XM_016180215.3,2315
6732502,XM_016178211.3,970
6732503,XM_016180216.3,1828
6732503,XM_002079587.4,1866
6732504,XM_016178210.3,873
6732504,XM_002079588.4,892
6732505,XM_002079589.4,2018
6732507,XM_002079591.4,1118
6732508,XM_002079592.4,1278
6732509,XM_002079593.4,430
6732510,XM_016178207.3,7318
6732512,XM_016178206.3,1888
6732513,XM_002079597.4,1860
6732514,XM_002079598.2,945
6732515,XM_016178205.2,5881
6732516,XM_002079600.4,1706
6732517,XM_016178202.3,1884
6732520,XM_002079603.3,1459
6732522,XM_016178199.3,4934
6732522,XM_016178198.3,4940
6732522,XM_039298518.2,4961
6732522,XM_016178197.3,4961
6732522,XM_016178201.3,4967
6732522,XM_016178200.3,4988
6732522,XM_039298519.2,3420
6732523,XM_039298525.2,2053
6732524,XM_002079607.4,2579
6732524,XM_016180218.3,2468
6732524,XM_039298526.2,2101
6732525,XM_039298520.1,4550
6732525,XM_039298521.1,4563
6732525,XM_039298522.2,4485
6732525,XM_039298523.2,4416
6732525,XM_039298524.2,3549
6732526,XM_002079609.4,551
6732527,XM_002079610.3,744
6732530,XM_002079613.4,4590
6732532,XM_016180221.3,8139
6732532,XM_039298443.2,6884
6732532,XM_039298444.2,6751
6732532,XM_016180220.3,5796
6732532,XR_005545079.2,302
6732532,XR_005545078.2,236
6732534,XM_002079617.3,2092
6732536,XM_002079619.4,557
6732538,XM_016180225.3,1856
6732542,XM_016180226.3,655
6732543,XM_016180227.3,805
6732544,XM_016178194.3,2183
6732544,XM_002079627.4,2414
6732545,XM_016178189.3,1819
6732545,XM_016178190.3,1832
6732545,XM_039298451.2,1807
6732545,XM_016178191.3,1821
6732546,XM_002079629.4,761
6732547,XM_002079630.4,516
6732548,XM_002079631.4,792
6732549,XM_002079632.4,1087
6732550,XM_016178188.3,4554
6732551,XM_002079634.4,1875
6732552,XM_002079635.4,837
6732553,XM_002079636.4,6084
6732554,XM_016180228.3,1680
6732555,XM_002079638.4,2511
6732556,XM_039291111.1,6745
6732556,XM_016180234.2,6745
6732556,XM_016180241.2,6745
6732556,XM_016180242.2,6745
6732556,XM_016180243.2,6745
6732556,XM_039291112.1,6745
6732556,XM_039291109.1,6745
6732556,XM_039291101.1,6745
6732556,XM_016180253.2,6745
6732556,XM_039291114.1,6809
6732556,XM_016180249.2,6745
6732556,XM_016180233.2,6809
6732556,XM_016180250.2,6745
6732556,XM_016180256.2,6745
6732556,XM_016180251.2,6745
6732556,XM_039291105.1,6745
6732556,XM_039291100.1,6745
6732556,XM_039291098.1,6745
6732556,XM_039291103.1,6745
6732556,XM_039291106.1,6745
6732556,XM_039291108.1,6745
6732556,XM_039291099.1,6745
6732556,XM_039291092.1,6745
6732556,XM_039291097.1,6745
6732556,XM_039291093.1,6745
6732556,XM_039291087.1,6745
6732556,XM_039291095.1,6745
6732556,XM_016180262.2,6809
6732556,XM_016180248.2,6745
6732556,XM_039291094.1,6745
6732556,XM_039291104.1,6745
6732556,XM_039291096.1,6745
6732556,XM_044922345.1,6201
6732556,XM_039291086.2,6650
6732558,XM_002079641.4,1471
6732559,XM_016180264.3,1701
6732560,XM_002079643.4,1878
6732561,XM_002079644.4,1880
6732563,XM_016180265.3,3140
6732563,XM_039291032.2,3420
6732563,XM_039291030.2,3399
6732563,XM_039291029.2,3393
6732564,XM_016180266.2,2115
6732564,XM_016180267.2,2038
6732565,XM_002079648.4,3260
6732566,XM_016180268.3,4556
6732566,XM_039291027.2,4458
6732566,XM_016180269.3,4392
6732566,XM_039291028.2,4404
6732567,XM_002079650.4,1568
6732569,XM_002079652.4,990
6732570,XM_002079653.4,1084
6732572,XR_005543443.2,2492
6732573,XM_002079656.4,764
6732574,XM_002079657.4,938
6732576,XM_002079659.4,774
6732578,XM_002079661.4,2103
6732578,XM_016178187.3,2022
6732579,XM_016178186.3,1608
6732579,XM_002079662.4,1611
6732580,XM_039298614.2,16041
6732580,XM_039298617.2,15981
6732580,XM_039298616.2,15990
6732580,XM_039298618.2,15930
6732580,XM_039298615.2,16029
6732580,XM_016180275.3,15945
6732580,XM_016180274.3,15885
6732580,XM_016180273.3,15882
6732580,XM_016180271.3,15822
6732581,XM_016178185.3,2205
6732583,XM_016180280.3,3297
6732584,XM_002079667.4,1549
6732585,XM_016178184.3,942
6732585,XM_002079668.4,996
6732586,XM_002079669.4,1636
6732588,XM_016178183.3,2482
6732590,XM_039293210.2,507
6732591,XM_002079674.3,1500
6732592,XM_002079675.4,1176
6732593,XM_002079676.4,1467
6732594,XM_002079677.4,1268
6732595,XM_016178181.3,3872
6732595,XM_016178182.3,3938
6732596,XM_016180283.2,1111
6732598,XM_002079681.4,1098
6732600,XM_002079683.4,332
6732601,XM_016178179.3,4555
6732601,XM_039297992.2,3571
6732601,XM_016178180.3,5750
6732601,XM_044923795.1,5009
6732602,XM_016180297.3,6394
6732602,XM_016180302.3,6391
6732602,XM_016180296.3,6328
6732602,XM_039297915.2,6274
6732602,XM_039297985.2,6529
6732602,XM_016180298.3,6232
6732602,XM_016180284.3,6229
6732602,XM_039297929.2,6169
6732602,XM_016180293.3,6166
6732602,XM_016180300.3,2014
6732602,XM_016180292.3,2011
6732602,XM_016180290.3,2124
6732602,XM_016180294.3,2120
6732602,XM_016180299.2,5379
6732602,XM_016180289.2,5313
6732602,XM_016180286.3,5531
6732602,XM_016180301.3,5305
6732602,XM_016180291.3,5459
6732602,XM_016180288.3,5338
6732602,XM_016180304.2,5295
6732603,XM_039298018.2,562
6732603,XM_002079686.4,554
6732604,XM_016180305.3,1745
6732605,XM_002079688.4,959
6732607,XM_002079690.4,1711
6732608,XM_002079691.4,752
6732610,XM_002079693.4,1173
6732610,XM_016180306.3,877
6732612,XM_016178167.3,1235
6732613,XM_002079696.4,5347
6732613,XR_005545115.2,3428
6732614,XM_039298613.1,1315
6732615,XM_016178166.3,2444
6732615,XM_002079698.4,2505
6732616,XM_016178165.3,2477
6732616,XM_002079699.4,2482
6732617,XM_016180308.3,1036
6732617,XM_002079700.4,573
6732618,XM_002079701.3,2350
6732619,XM_016178163.3,3301
6732619,XM_016178164.3,3302
6732620,XM_002079703.4,908
6732621,XM_002079704.2,1545
6732623,XM_039298578.2,12433
6732623,XM_016180309.3,12282
6732624,XM_002079707.4,3625
6732625,XM_016178162.3,3371
