NCBI GeneID,Protein Accession,Protein_length
6734994,XP_002081976.1,628
6734995,XP_002081977.1,353
6734996,XP_002081978.1,595
6734997,XP_039147533.1,894
6734999,XP_002081981.1,242
6735000,XP_002081982.1,669
6735001,XP_002081983.1,633
6735002,XP_002081984.1,134
6735003,XP_002081985.1,649
6735004,XP_039148116.1,590
6735004,XP_039148117.1,628
6735005,XP_016028281.1,1815
6735006,XP_002081988.3,80
6735008,XP_002081989.1,701
6735010,XP_002081991.2,784
6735011,XP_039148118.1,274
6735014,XP_016028287.2,1332
6735014,XP_039147884.1,1331
6735014,XP_039147885.1,1301
6735014,XP_039147886.1,1300
6735014,XP_039147887.1,1243
6735014,XP_039147888.1,1062
6735014,XP_039147889.1,1052
6735014,XP_039147890.1,1031
6735014,XP_039147891.1,783
6735014,XP_039147892.1,728
6735014,XP_039147893.1,728
6735014,XP_044778475.1,1053
6735017,XP_002081998.1,507
6735017,XP_016028288.1,353
6735017,XP_016028291.1,353
6735017,XP_044778476.1,353
6735018,XP_002081999.2,213
6735019,XP_002082000.2,1377
6735020,XP_016028294.1,262
6735020,XP_016028295.1,364
6735021,XP_016028303.1,758
6735022,XP_002082003.1,624
6735023,XP_002082004.1,690
6735024,XP_002082005.2,243
6735025,XP_002082006.2,166
6735026,XP_016028297.1,1283
6735026,XP_016028299.1,1120
6735026,XP_016028300.1,1288
6735026,XP_016028302.1,1284
6735029,XP_016028305.1,417
6735029,XP_016028306.1,418
6735029,XP_016028307.1,419
6735030,XP_002082011.1,234
6735031,XP_016028309.2,598
6735031,XP_016028319.2,608
6735031,XP_039147618.1,588
6735031,XP_039147621.1,578
6735031,XP_039147623.1,578
6735031,XP_039147627.1,568
6735031,XP_039147629.1,568
6735031,XP_039147633.1,558
6735031,XP_039147637.1,528
6735031,XP_039147641.1,508
6735031,XP_039147644.1,498
6735031,XP_044778443.1,588
6735031,XP_044778444.1,578
6735031,XP_044778445.1,578
6735031,XP_044778446.1,568
6735031,XP_044778447.1,568
6735031,XP_044778448.1,558
6735031,XP_044778449.1,558
6735031,XP_044778450.1,548
6735031,XP_044778451.1,548
6735031,XP_044778452.1,548
6735031,XP_044778453.1,538
6735031,XP_044778454.1,528
6735031,XP_044778455.1,528
6735031,XP_044778456.1,508
6735031,XP_044778457.1,508
6735031,XP_044778458.1,498
6735032,XP_002082013.1,127
6735033,XP_002082014.1,212
6735034,XP_002082015.1,253
6735035,XP_002082016.2,190
6735036,XP_002082017.1,194
6735037,XP_002082018.3,412
6735038,XP_002082019.1,381
6735039,XP_002082020.1,287
6735041,XP_016028328.1,508
6735041,XP_039148570.1,480
6735042,XP_016028329.1,211
6735043,XP_016028330.1,1238
6735043,XP_016028331.1,1324
6735044,XP_016028332.1,1242
6735044,XP_016028333.1,764
6735045,XP_002082026.1,79
6735046,XP_016028334.1,1035
6735046,XP_016028335.1,1034
6735047,XP_002082028.1,374
6735048,XP_002082029.1,348
6735050,XP_002082031.1,1041
6735051,XP_039148567.1,634
6735051,XP_039148568.1,634
6735058,XP_039148569.1,543
6735059,XP_002082036.1,628
6735060,XP_016028344.1,127
6735060,XP_016028345.1,127
6735060,XP_016028346.1,127
6735060,XP_016028347.1,127
6735060,XP_016028348.1,127
6735061,XP_002082038.2,624
6735062,XP_002082039.1,609
6735062,XP_016028349.1,390
6735064,XP_016028355.1,669
6735066,XP_002082043.2,771
6735066,XP_039148566.1,502
6735067,XP_002082044.1,435
6735068,XP_002082045.1,464
6735069,XP_016028357.1,710
6735069,XP_039147754.1,710
6735070,XP_016028358.1,190
6735071,XP_002082048.1,190
6735072,XP_002082049.1,190
6735081,XP_002082058.1,424
6735083,XP_039148037.1,2306
6735083,XP_039148039.1,2296
6735085,XP_039148041.1,188
6735086,XP_002082063.1,191
6735087,XP_002082064.1,188
6735088,XP_016028361.2,188
6735088,XP_039148043.1,188
6735089,XP_016028362.1,185
6735090,XP_016028363.1,190
6735093,XP_016028367.1,85
6735094,XP_002082071.1,45
6735095,XP_002082072.1,155
6735096,XP_002082073.1,45
6735097,XP_002082074.1,39
6735098,XP_002082075.1,76
6735099,XP_039147490.1,55
6735100,XP_002082077.1,40
6735101,XP_002082078.3,443
6735102,XP_016028368.1,240
6735103,XP_002082080.1,224
6735104,XP_002082081.1,219
6735105,XP_002082082.1,219
6735106,XP_002082083.1,222
6735107,XP_002082084.1,222
6735108,XP_002082085.2,222
6735109,XP_002082086.1,223
6735110,XP_002082087.1,222
6735111,XP_002082088.1,221
6735113,XP_016028390.1,518
6735113,XP_016028391.1,478
6735113,XP_016028392.1,474
6735113,XP_039147424.1,522
6735115,XP_016028372.1,1302
6735115,XP_016028373.1,1302
6735116,XP_016028375.1,208
6735116,XP_016028376.1,202
6735116,XP_016028377.1,331
6735116,XP_016028378.1,345
6735116,XP_016028379.1,365
6735116,XP_016028380.1,188
6735116,XP_016028381.1,236
6735116,XP_016028382.1,186
6735116,XP_016028383.1,222
6735116,XP_016028384.1,223
6735116,XP_016028385.1,166
6735116,XP_016028386.1,351
6735116,XP_016028388.1,329
6735117,XP_016028389.1,1077
6735118,XP_016028393.1,607
6735119,XP_002082096.1,125
6735120,XP_016028394.1,479
6735120,XP_039147426.1,497
6735121,XP_016028395.1,505
6735123,XP_002082100.2,446
6735124,XP_002082101.2,540
6735125,XP_016028396.1,1701
6735125,XP_016028405.2,1717
6735125,XP_016028409.1,1698
6735125,XP_039147429.1,1921
6735125,XP_039147430.1,1921
6735125,XP_039147431.1,1921
6735125,XP_039147432.1,1921
6735125,XP_039147433.1,1704
6735125,XP_039147434.1,1701
6735125,XP_039147435.1,1698
6735125,XP_039147436.1,1677
6735128,XP_016028411.1,675
6735128,XP_016028413.1,721
6735128,XP_039148759.1,491
6735130,XP_002082107.1,639
6735130,XP_039148760.1,564
6735131,XP_002082108.1,647
6735133,XP_016028414.1,742
6735133,XP_016028415.1,742
6735133,XP_016028416.1,740
6735135,XP_016028418.1,1551
6735137,XP_002082114.1,139
6735137,XP_016028422.1,81
6735138,XP_002082115.1,360
6735139,XP_002082116.1,193
6735140,XP_002082117.1,146
6735141,XP_002082118.1,149
6735141,XP_016028423.1,149
6735142,XP_002082119.2,246
6735143,XP_002082120.2,687
6735144,XP_002082121.1,321
6735145,XP_002082122.1,738
6735146,XP_002082123.1,393
6735147,XP_016028425.1,398
6735147,XP_016028426.1,398
6735148,XP_002082125.2,1267
6735148,XP_016028427.1,807
6735148,XP_016028428.1,1268
6735148,XP_016028429.1,1268
6735148,XP_016028430.1,1267
6735148,XP_016028431.1,1268
6735148,XP_039148780.1,1266
6735151,XP_002082126.1,179
6735152,XP_016028434.1,310
6735152,XP_044778551.1,310
6735152,XP_044778552.1,310
6735155,XP_016028435.1,441
6735156,XP_016028437.1,121
6735157,XP_002082132.4,221
6735158,XP_016028438.1,176
6735159,XP_016028441.1,878
6735160,XP_016028442.1,716
6735161,XP_044778680.1,76
6735163,XP_016028445.1,1472
6735163,XP_016028446.1,1383
6735163,XP_039148778.1,1475
6735163,XP_039148779.1,1386
6735163,XP_044778679.1,1475
6735164,XP_016028449.1,580
6735165,XP_002082140.1,740
6735165,XP_039148781.1,740
6735166,XP_016028451.1,564
6735166,XP_016028452.1,390
6735167,XP_002082142.1,119
6735168,XP_002082143.1,263
6735169,XP_016028453.1,262
6735170,XP_039148340.1,611
6735170,XP_039148341.1,611
6735170,XP_039148343.1,611
6735171,XP_016028454.1,538
6735172,XP_039148344.1,542
6735176,XP_039148338.1,946
6735176,XP_039148339.1,927
6735178,XP_016028461.1,324
6735178,XP_016028462.1,324
6735178,XP_044778342.1,234
6735179,XP_016028463.1,1552
6735180,XP_016028464.1,497
6735181,XP_016028465.1,497
6735182,XP_016028471.1,295
6735182,XP_016028472.1,294
6735184,XP_002082158.1,187
6735185,XP_002082159.1,150
6735187,XP_044778537.1,2643
6735188,XP_002082162.2,1022
6735189,XP_016028474.1,316
6735190,XP_002082164.1,248
6735192,XP_002082166.1,463
6735194,XP_016028479.1,138
6735195,XP_016028477.1,112
6735196,XP_002082170.1,120
6735201,XP_016028482.1,780
6735201,XP_039147241.1,780
6735201,XP_039147242.1,780
6735203,XP_002082176.1,240
6735203,XP_039147273.1,246
6735204,XP_016028483.1,1050
6735206,XP_016028484.1,412
6735207,XP_016028485.2,1510
6735207,XP_039147360.1,1368
6735207,XP_039147361.1,1368
6735207,XP_039147362.1,1356
6735207,XP_039147363.1,1351
6735207,XP_039147364.1,1339
6735207,XP_039147365.1,1275
6735207,XP_039147366.1,1246
6735207,XP_039147368.1,844
6735207,XP_039147369.1,827
6735207,XP_039147370.1,821
6735208,XP_016028486.1,617
6735208,XP_039147595.1,514
6735210,XP_016028488.1,271
6735211,XP_002082184.1,193
6735212,XP_016028489.1,392
6735213,XP_039147928.1,832
6735213,XP_039147929.1,614
6735213,XP_044778497.1,573
6735215,XP_002082188.1,670
6735215,XP_016028492.1,656
6735215,XP_016028493.1,623
6735215,XP_016028494.1,656
6735215,XP_016028495.1,648
6735216,XP_016028496.1,972
6735217,XP_002082190.2,637
6735217,XP_016028497.1,630
6735218,XP_016028498.1,411
6735218,XP_016028499.1,393
6735219,XP_016028500.1,828
6735219,XP_016028501.1,805
6735219,XP_016028503.1,685
6735219,XP_016028505.1,828
6735219,XP_016028506.1,827
6735219,XP_016028508.1,825
6735219,XP_016028511.1,824
6735219,XP_016028514.1,829
6735219,XP_016028515.1,804
6735219,XP_039147930.1,804
6735219,XP_044778499.1,685
6735219,XP_044778500.1,685
6735220,XP_016028516.1,935
6735220,XP_016028520.1,886
6735220,XP_016028532.1,915
6735220,XP_016028533.1,955
6735220,XP_016028534.1,944
6735220,XP_016028535.1,852
6735220,XP_016028536.1,924
6735220,XP_016028538.1,870
6735220,XP_039147926.1,945
6735220,XP_039147927.1,929
6735220,XP_044778483.1,955
6735220,XP_044778484.1,955
6735220,XP_044778485.1,946
6735220,XP_044778486.1,944
6735220,XP_044778487.1,935
6735220,XP_044778488.1,934
6735220,XP_044778489.1,934
6735220,XP_044778490.1,924
6735220,XP_044778491.1,909
6735220,XP_044778492.1,881
6735220,XP_044778493.1,870
6735220,XP_044778494.1,861
6735220,XP_044778495.1,855
6735220,XP_044778496.1,812
6735222,XP_016028539.1,624
6735223,XP_016028540.1,1216
6735223,XP_016028541.1,947
6735223,XP_016028542.1,934
6735223,XP_016028543.1,1203
6735224,XP_002082197.1,356
6735225,XP_016028544.1,1739
6735225,XP_016028545.1,1603
6735225,XP_016028546.1,1705
6735225,XP_016028547.1,927
6735225,XP_016028548.1,1631
6735225,XP_016028549.1,1701
6735225,XP_016028550.1,1711
6735225,XP_016028551.1,893
6735225,XP_039148346.1,737
6735225,XP_039148347.1,703
6735225,XP_039148348.1,699
6735225,XP_044778608.1,1739
6735226,XP_002082199.1,257
6735227,XP_002082200.1,173
6735228,XP_002082201.1,175
6735228,XP_016028553.1,174
6735229,XP_002082202.1,673
6735231,XP_002082204.1,633
6735232,XP_002082205.1,222
6735233,XP_016028555.1,399
6735233,XP_016028556.1,381
6735234,XP_002082207.1,222
6735235,XP_016028557.1,224
6735236,XP_002082209.2,108
6735237,XP_039147537.1,267
6735238,XP_016028558.1,832
6735238,XP_016028559.1,821
6735239,XP_039148110.1,627
6735240,XP_016028562.1,366
6735240,XP_016028563.1,390
6735240,XP_016028564.1,378
6735240,XP_016028565.1,378
6735241,XP_016028566.1,513
6735241,XP_016028567.1,497
6735241,XP_039148107.1,1392
6735241,XP_039148108.1,1376
6735243,XP_002082216.2,204
6735244,XP_002082217.1,513
6735245,XP_002082218.1,867
6735245,XP_016028569.1,891
6735245,XP_044778520.1,867
6735246,XP_016028570.1,866
6735247,XP_016028572.1,861
6735247,XP_016028573.1,861
6735248,XP_016028574.1,862
6735249,XP_002082222.1,873
6735249,XP_016028575.2,881
6735250,XP_002082223.1,875
6735251,XP_002082224.1,535
6735252,XP_016028577.1,661
6735252,XP_016028579.1,661
6735253,XP_002082226.1,79
6735254,XP_016028583.1,714
6735254,XP_016028585.1,1814
6735254,XP_016028587.1,737
6735254,XP_016028588.1,1814
6735254,XP_016028592.1,664
6735254,XP_016028595.1,671
6735254,XP_016028597.1,1154
6735254,XP_016028598.1,712
6735254,XP_039147974.1,1814
6735254,XP_039147975.1,1814
6735254,XP_039147976.1,735
6735254,XP_044778506.1,1814
6735257,XP_016028599.1,828
6735257,XP_016028600.1,828
6735258,XP_016028602.1,1504
6735258,XP_016028605.1,1504
6735258,XP_016028606.1,1200
6735259,XP_016028607.1,1078
6735259,XP_016028608.1,1078
6735260,XP_016028609.1,184
6735262,XP_016028612.1,117
6735263,XP_002082233.1,447
6735264,XP_002082234.1,681
6735265,XP_002082235.1,331
6735268,XP_016028617.1,1367
6735268,XP_016028618.1,1366
6735268,XP_044778389.1,1367
6735269,XP_002082239.1,511
6735270,XP_002082240.1,668
6735271,XP_016028619.1,308
6735272,XP_016028620.1,127
6735275,XP_016028622.1,427
6735276,XP_002082245.1,567
6735277,XP_002082246.2,632
6735281,XP_016028645.1,865
6735282,XP_002082250.1,93
6735283,XP_002082251.1,191
6735283,XP_044778519.1,171
6735284,XP_016028648.1,269
6735284,XP_016028649.1,244
6735286,XP_002082254.1,253
6735295,XP_002082255.1,316
6735296,XP_016028651.1,827
6735297,XP_002082257.2,561
6735299,XP_002082259.1,579
6735306,XP_002082266.1,145
6735319,XP_002082270.1,1444
6735324,XP_016028669.1,153
6735325,XP_002082276.2,114
6735326,XP_016028672.1,502
6735326,XP_016028673.1,502
6735326,XP_039147539.1,502
6735326,XP_039147540.1,502
6735327,XP_016028674.2,421
6735330,XP_002082279.1,407
6735335,XP_016028677.1,155
6735339,XP_016028678.1,266
6735341,XP_002082289.2,511
6735343,XP_002082290.3,63
6735344,XP_002082291.1,83
6735356,XP_016028689.1,1625
6735360,XP_016028691.1,814
6735364,XP_016028694.1,190
6735368,XP_016028695.1,355
6735368,XP_016028696.1,355
6735369,XP_002082316.3,471
6735370,XP_002082317.2,525
6735372,XP_016028700.1,968
6735372,XP_016028701.1,1225
6735373,XP_002082320.1,252
6735374,XP_016028702.1,607
6735374,XP_016028703.1,567
6735375,XP_002082322.1,168
6735376,XP_016028704.1,566
6735378,XP_002082325.1,279
6735380,XP_016028706.1,1100
6735380,XP_016028707.1,1152
6735380,XP_016028708.1,1198
6735380,XP_016028709.1,1148
6735380,XP_016028710.1,1155
6735380,XP_039147262.1,990
6735380,XP_039147263.1,763
6735385,XP_002082332.1,105
6735386,XP_002082333.1,152
6735387,XP_002082334.2,278
6735388,XP_002082335.1,64
6735389,XP_002082336.1,246
6735390,XP_002082337.1,476
6735391,XP_002082338.2,105
6735395,XP_002082342.1,186
6735396,XP_002082343.1,267
6735397,XP_002082344.1,105
6735398,XP_039147356.1,378
6735399,XP_002082346.1,458
6735400,XP_016028717.1,412
6735405,XP_002082348.1,194
6735406,XP_016028718.1,496
6735406,XP_016028719.1,499
6735406,XP_016028722.1,496
6735406,XP_039147354.1,413
6735406,XP_039147355.1,318
6735406,XP_044778308.1,502
6735409,XP_039147352.1,817
6735410,XP_002082352.1,512
6735410,XP_016028725.1,512
6735411,XP_002082353.2,724
6735411,XP_016028726.1,601
6735412,XP_016028727.1,1465
6735412,XP_039147349.1,1465
6735413,XP_016028730.1,513
6735414,XP_039147350.1,1228
6735415,XP_002082357.1,576
6735416,XP_002082358.1,132
6735416,XP_039147359.1,136
6735418,XP_002082360.1,171
6735418,XP_044778309.1,141
6735419,XP_002082361.1,248
6735420,XP_002082362.1,108
6735421,XP_002082363.1,433
6735422,XP_002082364.1,179
6735423,XP_002082365.1,146
6735423,XP_044778310.1,146
6735424,XP_016028734.1,827
6735427,XP_002082367.1,149
6735428,XP_002082368.2,650
6735428,XP_016028735.1,702
6735428,XP_016028736.1,657
6735429,XP_016028737.1,547
6735430,XP_002082370.1,218
6735431,XP_002082371.1,416
6735432,XP_002082372.1,226
6735433,XP_002082373.2,377
6735434,XP_002082374.1,421
6735434,XP_016028738.1,425
6735435,XP_002082375.1,374
6735436,XP_002082376.1,344
6735439,XP_039147603.1,297
6735440,XP_016028746.1,180
6735441,XP_002082381.2,248
6735442,XP_039147247.1,852
6735442,XP_044778306.1,852
6735443,XP_016028749.1,790
6735443,XP_044778307.1,790
6735444,XP_002082384.2,545
6735445,XP_002082385.2,543
6735447,XP_016028751.1,276
6735447,XP_016028752.1,295
6735447,XP_044778337.1,295
6735448,XP_002082388.1,42
6735450,XP_016028753.1,714
6735450,XP_016028755.1,713
6735450,XP_039147328.1,714
6735451,XP_016028756.1,144
6735451,XP_016028757.2,271
6735451,XP_016028758.2,245
6735451,XP_016028759.1,164
6735452,XP_016028760.1,417
6735452,XP_016028761.1,368
6735452,XP_016028762.1,375
6735452,XP_016028766.1,410
6735452,XP_016028767.1,313
6735452,XP_039147726.1,272
6735453,XP_002082393.1,332
6735455,XP_002082395.2,903
6735456,XP_002082396.1,376
6735458,XP_002082397.1,63
6735459,XP_002082398.2,411
6735460,XP_002082399.2,119
6735460,XP_016028768.1,105
6735461,XP_002082400.1,77
6735462,XP_002082401.1,79
6735463,XP_002082402.2,237
6735464,XP_002082403.2,739
6735464,XP_016028769.1,740
6735464,XP_039147494.1,734
6735465,XP_016028770.1,572
6735466,XP_016028772.1,1161
6735467,XP_002082406.1,565
6735468,XP_002082407.1,264
6735469,XP_002082408.1,1642
6735469,XP_016028773.1,1639
6735469,XP_016028774.1,1643
6735469,XP_039148256.1,1692
6735469,XP_039148257.1,1640
6735470,XP_016028775.1,509
6735471,XP_002082410.2,570
6735472,XP_002082411.2,957
6735473,XP_016028776.1,432
6735474,XP_016028778.1,422
6735474,XP_016028780.1,510
6735474,XP_016028781.1,510
6735474,XP_016028785.1,384
6735474,XP_016028787.1,391
6735474,XP_016028788.1,341
6735474,XP_016028790.1,503
6735474,XP_016028795.1,455
6735474,XP_016028797.1,462
6735474,XP_016028798.1,424
6735474,XP_016028805.1,348
6735474,XP_016028808.1,510
6735474,XP_016028809.1,336
6735474,XP_016028811.1,415
6735474,XP_039148258.1,510
6735474,XP_039148259.1,479
6735474,XP_039148260.1,472
6735474,XP_039148261.1,470
6735474,XP_039148262.1,463
6735474,XP_039148263.1,439
6735474,XP_039148264.1,432
6735474,XP_044778576.1,291
6735475,XP_016028814.1,170
6735477,XP_002082416.2,1507
6735478,XP_002082417.1,286
6735479,XP_002082418.1,170
6735481,XP_016028817.2,458
6735482,XP_002082421.1,368
6735483,XP_016028818.1,296
6735484,XP_016028819.1,616
6735484,XP_016028820.1,616
6735484,XP_016028821.1,616
6735484,XP_016028822.1,616
6735484,XP_016028823.1,580
6735485,XP_002082424.1,646
6735486,XP_016028824.1,564
6735486,XP_039147228.1,995
6735487,XP_002082426.1,240
6735490,XP_016028826.1,460
6735490,XP_039147230.1,469
6735490,XP_039147231.1,452
6735491,XP_016028829.1,928
6735491,XP_016028830.1,928
6735492,XP_002082431.1,147
6735493,XP_039147222.1,1216
6735493,XP_039147223.1,1216
6735494,XP_016028832.1,186
6735495,XP_002082434.2,505
6735497,XP_002082436.1,376
6735498,XP_002082437.1,113
6735499,XP_016028834.1,414
6735499,XP_016028835.2,1223
6735499,XP_016028836.2,1314
6735500,XP_002082439.1,313
6735501,XP_002082440.1,137
6735502,XP_002082441.1,769
6735503,XP_002082442.1,273
6735503,XP_016028837.1,324
6735503,XP_016028838.1,308
6735503,XP_016028839.1,326
6735504,XP_002082443.1,219
6735508,XP_016028840.1,2515
6735510,XP_016028841.1,343
6735511,XP_016028842.1,645
6735511,XP_016028845.1,463
6735511,XP_016028849.1,691
6735511,XP_016028851.1,355
6735511,XP_016028852.1,539
6735511,XP_039147521.1,427
6735512,XP_002082448.1,440
6735512,XP_016028853.1,436
6735513,XP_016028854.1,532
6735515,XP_016028855.1,530
6735515,XP_016028856.1,530
6735515,XP_016028858.1,530
6735515,XP_039147522.1,530
6735516,XP_016028860.2,1064
6735516,XP_039147520.1,1015
6735518,XP_002082454.1,365
6735519,XP_002082455.1,360
6735521,XP_016028861.1,486
6735521,XP_016028862.1,449
6735521,XP_039147346.1,351
6735522,XP_002082458.1,114
6735523,XP_016028867.1,566
6735523,XP_044778323.1,528
6735523,XP_044778324.1,528
6735523,XP_044778325.1,338
6735524,XP_016028869.1,1312
6735525,XP_039147347.1,222
6735526,XP_002082462.1,289
6735527,XP_016028871.1,76
6735528,XP_002082464.2,345
6735531,XP_016028872.1,1652
6735531,XP_016028873.1,1528
6735531,XP_016028874.1,1510
6735531,XP_016028876.1,1488
6735531,XP_016028877.1,1562
6735531,XP_016028879.1,1552
6735531,XP_016028880.1,1500
6735531,XP_016028882.1,1518
6735531,XP_039147340.1,1528
6735531,XP_039147341.1,1518
6735531,XP_044778321.1,1642
6735532,XP_016028884.1,540
6735532,XP_039147345.1,540
6735533,XP_016028885.1,1667
6735533,XP_016028886.1,1646
6735533,XP_016028887.1,1546
6735533,XP_044778318.1,1567
6735533,XP_044778319.1,1563
6735533,XP_044778320.1,1563
6735534,XP_002082470.1,104
6735536,XP_002082472.2,831
6735537,XP_016028894.2,3197
6735537,XP_039147337.1,3232
6735537,XP_039147339.1,3217
6735537,XP_044778317.1,2046
6735556,XP_016028896.1,957
6735557,XP_002082477.1,263
6735558,XP_002082478.1,258
6735560,XP_016028897.1,751
6735561,XP_002082481.1,178
6735562,XP_002082482.1,512
6735563,XP_016028898.1,682
6735564,XP_016028899.1,677
6735565,XP_016028900.1,398
6735565,XP_016028903.1,226
6735565,XP_016028906.1,397
6735565,XP_016028907.1,322
6735565,XP_044778658.1,398
6735565,XP_044778659.1,265
6735567,XP_016028908.1,1345
6735567,XP_039148413.1,1345
6735568,XP_016028909.1,220
6735568,XP_016028911.1,220
6735568,XP_016028913.1,216
6735570,XP_016028914.1,835
6735571,XP_016028916.1,567
6735571,XP_016028917.1,468
6735571,XP_016028918.1,447
6735571,XP_016028920.1,571
6735571,XP_016028921.1,485
6735571,XP_016028923.1,437
6735571,XP_016028924.1,539
6735571,XP_016028925.1,485
6735571,XP_016028927.1,441
6735571,XP_016028928.1,451
6735571,XP_016028929.1,409
6735571,XP_016028930.1,429
6735571,XP_016028931.1,571
6735571,XP_016028932.1,425
6735571,XP_039148414.1,429
6735571,XP_044778657.1,527
6735572,XP_002082492.1,523
6735573,XP_016028935.1,222
